"Story","Title","Result","Date","Stability","Duration (s)"
"Search for an existing customer with their User ID","Searching for customer with a User ID 'chained@cloned'","FAILURE","2018-05-07T05:54:12.394+08:00[Asia/Singapore]","0.0","96.94"
